TIME,SCORE,EMOTION
09:04:,3,sad
09:05:,5,hate
09:05:,32,neutral
09:06:,1,neutral
09:07:,1,sad
09:14:,1,sad
09:14:,22,sad
09:16:,11,neutral
09:16:,0,hate
09:18:,-2,sad
09:18:,1,happy
09:20:,3,sad
09:21:,1,neutral
09:22:,4,happy
09:23:,1,sad
09:23:,1,sad
09:24:,509,sad
09:25:,1,neutral
09:27:,6,hate
09:28:,0,anger
09:28:,18,sad
09:28:,0,sad
09:28:,6,neutral
09:29:,-2,neutral
09:32:,2,neutral
09:32:,1,neutral
09:33:,0,neutral
09:33:,1,happy
09:33:,0,neutral
09:34:,1,neutral
09:36:,114,neutral
09:39:,6,neutral
09:43:,-9,hate
09:43:,48,happy
09:44:,7,hate
09:45:,1,neutral
09:45:,1,neutral
09:47:,2,neutral
09:47:,9,neutral
09:49:,1,sad
09:49:,33,happy
09:54:,2,neutral
09:54:,17,neutral
09:57:,2,hate
09:57:,0,sad
09:57:,3,neutral
09:57:,7,sad
09:58:,7,neutral
09:58:,18,sad
09:58:,-3,sad
09:58:,1,neutral
09:59:,5,neutral
10:00:,2,sad
10:00:,180,sad
10:01:,2,happy
10:01:,6,sad
10:03:,1,neutral
10:05:,65,neutral
10:06:,1,neutral
10:08:,2,sad
10:11:,2,happy
10:12:,8,sad
10:13:,3,sad
10:13:,0,sad
10:14:,10,neutral
10:15:,-10,sad
10:16:,12,neutral
10:17:,1,happy
10:18:,1,sad
10:21:,4,neutral
10:22:,1,neutral
10:26:,2,neutral
10:27:,6,neutral
10:29:,3,sad
10:32:,0,neutral
10:33:,-5,sad
10:34:,1,neutral
10:34:,3,sad
10:35:,2,neutral
10:35:,1,sad
10:36:,0,sad
10:38:,1,hate
10:39:,1,neutral
10:40:,3,neutral
10:41:,1,happy
10:41:,3,sad
10:42:,1,neutral
10:44:,1,sad
10:46:,1,neutral
10:46:,-7,neutral
10:46:,2,sad
10:46:,0,neutral
10:47:,4,happy
10:47:,1,sad
10:47:,1,neutral
10:48:,4,neutral
10:51:,1,happy
10:51:,21,neutral
10:51:,-1,sad
10:53:,1,happy
10:54:,1,neutral
10:55:,-2,sad
10:56:,8,neutral
10:57:,1,sad
10:59:,2,neutral
10:59:,21,happy
10:59:,1,anger
11:00:,23,neutral
11:00:,6,neutral
11:01:,1,neutral
11:03:,14,hate
11:04:,1,neutral
11:04:,3,happy
11:05:,1,neutral
11:09:,16,anger
11:10:,1,neutral
11:12:,131,happy
11:12:,395,neutral
11:14:,0,sad
11:15:,2,sad
11:15:,6,happy
11:16:,1,neutral
11:17:,1,neutral
11:18:,2,happy
11:18:,1,neutral
11:18:,1,sad
11:20:,1,neutral
11:21:,1,neutral
11:21:,3,neutral
11:22:,-9,neutral
11:23:,254,neutral
11:26:,2,neutral
11:28:,-1,sad
11:28:,1,happy
11:31:,150,happy
11:31:,6,sad
11:31:,12,neutral
11:34:,5,sad
11:34:,2,sad
11:35:,4,neutral
11:35:,2,sad
11:40:,1,sad
11:40:,9,hate
11:41:,1,sad
11:41:,3,sad
11:47:,75,happy
11:47:,-17,sad
11:47:,0,neutral
11:47:,4,neutral
11:48:,1,neutral
11:48:,2,sad
11:48:,1,neutral
11:49:,1,neutral
11:50:,7,sad
11:53:,2,anger
11:54:,1,neutral
11:54:,9,neutral
11:57:,456,sad
11:58:,15,sad
12:00:,2,sad
12:01:,-6,sad
12:04:,1,neutral
12:05:,1,happy
12:07:,9,neutral
12:08:,1,sad
12:10:,1,happy
12:10:,108,happy
12:11:,4,neutral
12:12:,17,neutral
12:14:,1,sad
12:15:,1,neutral
12:15:,1,sad
12:16:,6,neutral
12:21:,1,happy
12:26:,0,neutral
12:27:,2,sad
12:28:,3,sad
12:28:,24,hate
12:28:,72,neutral
12:29:,2,sad
12:30:,4,neutral
12:31:,21,neutral
12:32:,-15,neutral
12:34:,8,sad
12:36:,45,neutral
12:38:,10,sad
12:39:,3,neutral
12:43:,11,happy
12:43:,3,neutral
12:44:,14,neutral
12:46:,1,hate
12:46:,-2,sad
12:49:,3,neutral
12:50:,1,happy
12:50:,27,happy
12:50:,1,neutral
12:52:,9,neutral
12:54:,1,neutral
12:55:,1,sad
12:57:,1,neutral
12:58:,1,happy
12:58:,4,neutral
12:58:,4,sad
12:58:,-16,sad
12:59:,17,neutral
12:59:,54,hate
12:59:,1,neutral
13:02:,13,happy
13:03:,1,neutral
13:04:,1,neutral
13:07:,2,happy
13:07:,1,sad
13:09:,25,sad
13:10:,1,neutral
13:10:,2,anger
13:12:,16,anger
13:13:,11,sad
13:14:,6,neutral
13:14:,7,sad
13:15:,0,neutral
13:16:,5,neutral
13:16:,1,happy
13:17:,3,sad
13:19:,1,sad
13:20:,1,sad
13:20:,3,sad
13:20:,14,neutral
13:21:,1,happy
13:22:,107,sad
13:22:,5,neutral
13:23:,39,happy
13:25:,5,sad
13:25:,-11,sad
13:25:,2,neutral
13:25:,1,neutral
13:26:,1,neutral
13:27:,2,neutral
13:27:,120,neutral
13:28:,24,happy
13:31:,3,neutral
13:32:,2,happy
13:40:,3,happy
13:40:,1,neutral
13:42:,1,happy
13:44:,1,neutral
13:44:,4,sad
13:50:,112,neutral
13:53:,0,neutral
13:56:,2,sad
14:00:,1,happy
14:04:,2,neutral
14:06:,1,sad
14:07:,1,neutral
14:10:,7,happy
14:12:,1,neutral
14:13:,9,sad
14:13:,1,sad
14:14:,6,happy
14:17:,3,sad
14:17:,2,neutral
14:18:,2,happy
14:20:,34,sad
14:21:,5,sad
14:21:,0,neutral
14:21:,2,neutral
14:24:,4,neutral
14:24:,1,neutral
14:24:,2,sad
14:24:,17,neutral
14:25:,6,neutral
14:27:,-1,sad
14:27:,2,neutral
14:28:,5,happy
14:30:,-1,neutral
14:31:,11,sad
14:32:,2,happy
14:32:,1,sad
14:33:,2,sad
14:34:,2,sad
14:35:,1,neutral
14:35:,2,neutral
14:36:,3,sad
14:36:,1,neutral
14:37:,3,neutral
14:38:,8,neutral
14:39:,1,anger
14:40:,1,neutral
14:40:,5,sad
14:44:,0,neutral
14:44:,1,neutral
14:44:,3,sad
14:50:,2,sad
14:52:,13,happy
14:53:,1,neutral
14:53:,1,sad
14:54:,2,sad
14:54:,3,happy
14:55:,1,sad
14:55:,3,neutral
14:56:,4,neutral
14:56:,2,sad
14:56:,1,neutral
14:56:,8,sad
14:57:,142,sad
14:57:,2,happy
14:59:,51,sad
14:59:,2,neutral
15:01:,1,neutral
15:01:,1,neutral
15:03:,6,sad
15:03:,5,sad
15:05:,1,neutral
15:05:,2,happy
15:06:,-1,neutral
15:07:,20,sad
15:07:,3,neutral
15:08:,5,sad
15:09:,15,sad
15:09:,1,neutral
15:09:,0,neutral
15:10:,13,neutral
15:10:,104,neutral
15:15:,6,sad
15:21:,7,happy
15:22:,0,neutral
15:24:,1,happy
15:24:,7,sad
15:24:,8,sad
15:25:,1,sad
15:28:,5,happy
15:28:,2,neutral
15:29:,1,happy
15:30:,60,happy
15:30:,56,neutral
15:31:,1,neutral
15:31:,1,happy
15:33:,1,neutral
15:36:,9,sad
15:37:,1,sad
15:37:,7,sad
15:39:,2,sad
15:43:,2,neutral
15:45:,65,sad
15:45:,4,hate
15:46:,2,sad
15:47:,2,hate
15:48:,0,neutral
15:48:,1,neutral
15:48:,3,neutral
15:49:,4,happy
15:49:,10,neutral
15:50:,-2,sad
15:51:,2,happy
15:52:,1,neutral
15:52:,2,sad
15:52:,1,sad
15:55:,3,neutral
15:56:,4,happy
15:57:,1,happy
15:58:,1,neutral
15:59:,0,neutral
15:59:,0,happy
16:00:,14,neutral
16:02:,4,neutral
16:03:,1,neutral
16:07:,1,neutral
16:09:,0,sad
16:09:,0,neutral
16:11:,15,neutral
16:12:,1,happy
16:15:,1,sad
16:17:,2,sad
16:21:,9,hate
16:22:,7,neutral
16:24:,2,neutral
16:29:,1,neutral
16:31:,1,neutral
16:31:,95,happy
16:34:,1,sad
16:35:,4,neutral
16:37:,5,neutral
16:39:,21,neutral
16:44:,2,sad
16:44:,-4,happy
16:45:,3,neutral
16:45:,13,sad
16:47:,1,happy
16:48:,7,neutral
16:49:,2,sad
16:51:,1,neutral
16:51:,9,neutral
16:52:,1,neutral
16:54:,4,neutral
16:54:,-2,neutral
16:55:,0,sad
16:57:,46,sad
16:57:,18,neutral
17:03:,2,neutral
17:07:,1,happy
17:07:,8,neutral
17:07:,3,neutral
17:10:,19,sad
17:10:,8,neutral
17:13:,3,happy
17:14:,2,neutral
17:15:,3,neutral
17:18:,7,sad
17:18:,1,sad
17:21:,3,neutral
17:22:,13,neutral
17:22:,6,sad
17:23:,1,neutral
17:30:,1,sad
17:33:,5,neutral
17:39:,12,sad
17:40:,20,neutral
17:40:,12,neutral
17:41:,9,neutral
17:42:,3,happy
17:42:,2,sad
17:43:,1,happy
17:44:,3,sad
17:44:,47,neutral
17:44:,4,neutral
17:45:,1,neutral
17:45:,1,happy
17:46:,3,sad
17:47:,1,neutral
17:47:,8,neutral
17:48:,8,happy
17:48:,0,sad
17:52:,4,neutral
17:52:,1,sad
17:53:,7,neutral
17:57:,50,happy
17:58:,3,sad
17:59:,6,neutral
17:59:,1,happy
17:59:,31,anger
18:00:,2,happy
18:02:,3,neutral
18:03:,2,sad
18:03:,2,sad
18:03:,0,sad
18:04:,1,happy
18:04:,1,neutral
18:05:,2,neutral
18:05:,1,sad
18:06:,1,neutral
18:07:,1,sad
18:08:,1,neutral
18:08:,1,neutral
18:09:,2,sad
18:09:,2,sad
18:09:,2,neutral
18:09:,2,neutral
18:09:,574,sad
18:10:,1,sad
18:11:,236,happy
18:12:,10,happy
18:12:,1,hate
18:12:,2,neutral
18:13:,18,happy
18:13:,2,sad
18:16:,1,neutral
18:17:,1,sad
18:19:,39,neutral
18:20:,2,neutral
18:22:,1,hate
18:23:,1,sad
18:26:,3,happy
18:26:,5,sad
18:28:,12,neutral
18:29:,1,happy
18:29:,1,neutral
18:30:,15,sad
18:32:,112,happy
18:33:,3,happy
18:33:,2,happy
18:34:,1,happy
18:34:,1,sad
18:35:,2,anger
18:37:,20,neutral
18:38:,-25,happy
18:38:,0,sad
18:41:,2,neutral
18:42:,1,sad
18:43:,10,sad
18:44:,61,neutral
18:44:,2,sad
18:45:,285,happy
18:45:,2,neutral
18:46:,3,sad
18:46:,1,neutral
18:47:,8,happy
18:49:,1,neutral
18:50:,1,happy
18:50:,12,neutral
18:52:,10,neutral
18:52:,118,hate
18:55:,5,neutral
18:58:,4,hate
18:58:,7,neutral
18:59:,2,sad
18:59:,8,neutral
19:00:,1,neutral
19:03:,2,sad
19:05:,27,sad
19:09:,8,sad
19:10:,38,hate
19:12:,45,sad
19:13:,1,happy
19:13:,5,neutral
19:15:,1,neutral
19:17:,26,happy
19:18:,1,sad
19:19:,1,happy
19:21:,1,neutral
19:22:,1,sad
19:22:,67,sad
19:22:,1,sad
19:23:,23,happy
19:25:,8,anger
19:25:,0,neutral
19:27:,-3,sad
19:27:,36,hate
19:28:,1429,sad
19:28:,1,neutral
19:28:,1,neutral
19:29:,0,neutral
19:30:,14,hate
19:30:,2,sad
19:33:,2,sad
19:33:,1,neutral
19:36:,0,sad
19:37:,1,neutral
19:37:,23,happy
19:39:,2,happy
19:40:,3,happy
19:41:,4,happy
19:42:,1,sad
19:42:,17,hate
19:45:,6,sad
19:47:,5,neutral
19:52:,4,happy
19:53:,53,neutral
19:53:,1,neutral
19:53:,1,neutral
19:54:,2,sad
19:55:,9,neutral
19:55:,1,sad
19:55:,1,happy
19:58:,1,hate
19:59:,4,neutral
19:59:,1,sad
19:59:,1,sad
20:00:,-2,sad
20:00:,1,neutral
20:03:,6,sad
20:06:,2,neutral
20:07:,27,happy
20:08:,3,happy
20:09:,8,neutral
20:12:,5,sad
20:14:,7,sad
20:19:,29,neutral
20:20:,11,neutral
20:25:,3,neutral
20:25:,1,sad
20:26:,33,neutral
20:27:,5,neutral
20:28:,19,happy
20:28:,4,happy
20:28:,3,neutral
20:31:,0,neutral
20:32:,1,happy
20:33:,18,neutral
20:34:,1,sad
20:34:,1,neutral
20:36:,4,sad
20:37:,1,happy
20:38:,2,happy
20:40:,29,neutral
20:40:,3,sad
20:42:,1,neutral
20:42:,22,happy
20:45:,7,neutral
20:46:,2,sad
20:47:,2,sad
20:47:,19,neutral
20:48:,104,neutral
20:48:,0,happy
20:50:,2,neutral
20:50:,1,neutral
20:51:,0,neutral
20:52:,8,happy
20:52:,2,happy
20:54:,2,happy
20:54:,1,neutral
20:54:,2,neutral
20:55:,59,sad
20:56:,1,neutral
20:57:,14,happy
20:58:,48,happy
20:58:,-40,neutral
20:59:,1,neutral
20:59:,1,neutral
21:00:,5,neutral
21:00:,0,sad
21:02:,19,sad
21:03:,4,sad
21:05:,4,neutral
21:06:,1,happy
21:06:,0,neutral
21:07:,5,sad
21:07:,2,sad
21:07:,-3,neutral
21:11:,-1,hate
21:11:,4,happy
21:11:,1,happy
21:12:,1,neutral
21:12:,23,neutral
21:12:,1,happy
21:13:,157,sad
21:13:,3,neutral
21:13:,1,neutral
21:14:,3,sad
21:14:,2,happy
21:15:,1,sad
21:16:,1,neutral
21:16:,1,neutral
21:17:,1,sad
21:17:,5,neutral
21:19:,3,sad
21:19:,11,sad
21:20:,1,sad
21:20:,1,neutral
21:21:,3,sad
21:23:,2,neutral
21:24:,1,sad
21:25:,14,hate
21:26:,1,neutral
21:27:,2,neutral
21:28:,-7,neutral
21:29:,7,neutral
21:30:,2,neutral
21:31:,1,neutral
21:31:,1,neutral
21:31:,2,sad
21:32:,-1,neutral
21:32:,5,neutral
21:32:,10,neutral
21:33:,3,happy
21:35:,1,sad
21:36:,20,happy
21:36:,90,happy
21:36:,31,neutral
21:36:,1,neutral
21:37:,8,neutral
21:37:,5,neutral
21:37:,27,neutral
21:39:,1,neutral
21:40:,3,sad
21:40:,5,sad
21:43:,28,happy
21:45:,2,neutral
21:46:,164,neutral
21:47:,3,happy
21:47:,1,happy
21:48:,56,happy
21:48:,1,neutral
21:48:,1,neutral
21:49:,14,happy
21:49:,8,neutral
21:50:,1,neutral
21:50:,121,neutral
21:50:,15,sad
21:51:,17,happy
21:51:,64,neutral
21:52:,3,sad
21:52:,1,sad
21:53:,20,neutral
21:54:,3,hate
21:56:,1,neutral
21:57:,5,happy
21:57:,-109,sad
21:58:,21,happy
21:58:,9,neutral
21:59:,11,neutral
21:59:,9,happy
21:59:,2,sad
22:00:,3,neutral
22:01:,7,happy
22:02:,1,neutral
22:02:,3,sad
22:03:,9,sad
22:03:,14,sad
22:04:,55,happy
22:06:,19,neutral
22:07:,1,happy
22:07:,7,hate
22:07:,17,sad
22:08:,5,neutral
22:10:,0,neutral
22:14:,1,sad
22:14:,10,neutral
22:14:,5,hate
22:16:,2,sad
22:17:,1,happy
22:18:,4,neutral
22:19:,13,neutral
22:20:,0,neutral
22:20:,4,neutral
22:21:,1,neutral
22:21:,4,happy
22:21:,35,neutral
22:21:,1,neutral
22:23:,16,happy
22:24:,5,neutral
22:24:,3,neutral
22:26:,1,happy
22:26:,2,neutral
22:27:,1,neutral
22:30:,6,neutral
22:30:,-4,sad
22:30:,1,sad
22:31:,17,sad
22:32:,-10,sad
22:32:,9,happy
22:32:,39,sad
22:32:,30,neutral
22:33:,9,neutral
22:33:,2,happy
22:34:,1,neutral
22:34:,4,neutral
22:35:,1,neutral
22:35:,2,hate
22:36:,1,neutral
22:37:,5,neutral
22:37:,4,neutral
22:37:,7,neutral
22:38:,8,sad
22:38:,1,neutral
22:38:,1,neutral
22:39:,3,neutral
22:39:,0,sad
22:39:,1,neutral
22:39:,73,neutral
22:40:,7,sad
22:41:,4,happy
22:42:,1,sad
22:42:,1,sad
22:42:,0,neutral
22:43:,0,happy
22:45:,486,neutral
22:46:,1,happy
22:46:,1,sad
22:47:,1,neutral
22:48:,9,neutral
22:49:,1,sad
22:49:,3,neutral
22:50:,64,hate
22:50:,4,neutral
22:50:,2,sad
22:51:,26,happy
22:52:,7,neutral
22:55:,1,neutral
22:56:,1,sad
22:56:,-4,neutral
22:57:,11,hate
22:57:,23,neutral
22:57:,10,neutral
22:59:,19,happy
23:00:,37,hate
23:00:,23,happy
23:00:,6,neutral
23:00:,1,sad
23:00:,1,sad
23:01:,-15,neutral
23:01:,3,neutral
23:03:,3,neutral
23:04:,3,neutral
23:04:,1,sad
23:04:,17,hate
23:05:,4,happy
23:07:,1,neutral
23:08:,1,happy
23:08:,3,happy
23:08:,54,neutral
23:10:,-1,sad
23:12:,9,neutral
23:13:,7,neutral
23:13:,11,neutral
23:16:,245,sad
23:17:,1,neutral
23:19:,3,sad
23:20:,3,happy
23:21:,1,neutral
23:22:,16,happy
23:22:,4,happy
23:23:,2,neutral
23:23:,-16,happy
23:23:,2,neutral
23:24:,5,neutral
23:25:,2,neutral
23:25:,2,sad
23:25:,0,happy
23:27:,6,neutral
23:27:,4,neutral
23:27:,6,neutral
23:28:,0,neutral
23:28:,1338,anger
23:29:,1,neutral
23:29:,7,anger
23:30:,1,happy
23:30:,2,neutral
23:31:,1,neutral
23:32:,1,sad
23:32:,3,happy
23:34:,1,sad
23:34:,1,neutral
23:35:,-1,neutral
23:35:,1,neutral
23:36:,3,neutral
23:36:,6,happy
23:36:,28,sad
23:37:,1,neutral
23:38:,1,neutral
23:38:,1,happy
23:39:,1,neutral
23:39:,1,happy
23:40:,2,sad
23:42:,3,sad
23:42:,14,sad
23:43:,1,neutral
23:43:,7,neutral
23:43:,1,happy
23:44:,19,neutral
23:44:,1,neutral
23:45:,4,neutral
23:46:,6,neutral
23:47:,4,sad
23:47:,1,happy
23:48:,16,neutral
23:49:,2,neutral
23:50:,4,sad
23:51:,2,sad
23:51:,-17,neutral
23:52:,2,sad
23:55:,2,sad
23:55:,9,happy
23:56:,13,sad
23:57:,3,happy
23:59:,-8,neutral
00:00:,1,sad
00:00:,1,neutral
00:01:,7,hate
00:01:,1,neutral
00:01:,9,neutral
00:02:,2,happy
00:02:,23,sad
00:02:,6,sad
00:04:,0,neutral
00:05:,17,neutral
00:05:,2,sad
00:06:,21,neutral
00:06:,1,sad
00:06:,2,sad
00:07:,11,sad
00:07:,12,sad
00:07:,1,neutral
00:07:,3,neutral
00:07:,6,happy
00:08:,12,sad
00:08:,4,sad
00:08:,2,neutral
00:09:,3,neutral
00:09:,-2,hate
00:10:,1,happy
00:10:,6,sad
00:11:,1,happy
00:11:,1,neutral
00:11:,6,happy
00:11:,30,hate
00:12:,-7,happy
00:12:,4,sad
00:13:,2,neutral
00:13:,2,happy
00:14:,31,happy
00:14:,2,happy
00:14:,18,happy
00:16:,1,neutral
00:17:,-5,sad
00:17:,4,neutral
00:17:,2,neutral
00:18:,2,neutral
00:18:,12,neutral
00:18:,1,sad
00:18:,1,neutral
00:18:,3,neutral
00:19:,1,neutral
00:19:,6,neutral
00:19:,8,happy
00:20:,2,sad
00:21:,1,happy
00:21:,0,neutral
00:22:,1,sad
00:23:,4,neutral
00:24:,-9,sad
00:24:,2,hate
00:24:,1,neutral
00:24:,5,sad
00:24:,3,neutral
00:24:,19,neutral
00:25:,1,neutral
00:26:,5,happy
00:26:,0,neutral
00:27:,156,hate
00:27:,1,neutral
00:28:,-23,sad
00:29:,4,happy
00:29:,1,neutral
00:29:,1,neutral
00:30:,1,happy
00:31:,1,neutral
00:31:,-1,sad
00:31:,1,sad
00:31:,3,sad
00:33:,108,neutral
00:33:,3,neutral
00:34:,-4,neutral
00:35:,1,sad
00:36:,1,neutral
00:36:,65,neutral
00:37:,5,neutral
00:38:,1,happy
00:38:,3,neutral
00:38:,1,neutral
00:40:,5,happy
00:41:,2,neutral
00:41:,1,neutral
00:41:,-7,neutral
00:42:,1,sad
00:43:,1,neutral
00:44:,9,happy
00:44:,11,happy
00:45:,3,happy
00:45:,24,sad
00:45:,1,neutral
00:45:,1,happy
00:46:,2,neutral
00:46:,3,happy
00:47:,2,neutral
00:47:,2,neutral
00:47:,5,neutral
00:47:,-1,neutral
00:48:,22,neutral
00:48:,18,sad
00:48:,1,sad
00:49:,1,happy
00:49:,4,happy
00:50:,1,hate
00:50:,0,neutral
00:50:,22,neutral
00:51:,1,neutral
00:51:,10,neutral
00:51:,74,neutral
00:52:,3,neutral
00:53:,1,neutral
00:53:,1,neutral
00:54:,2,happy
00:54:,1,happy
00:54:,2,hate
00:55:,-10,sad
00:55:,2,neutral
00:55:,344,neutral
00:55:,1,neutral
00:56:,2,neutral
00:56:,154,hate
00:57:,5,happy
00:59:,2,sad
00:59:,5,sad
00:59:,17,happy
00:59:,5,neutral
01:00:,3,hate
01:00:,3,neutral
01:00:,2,happy
01:00:,2,anger
01:01:,1,sad
01:01:,2,sad
01:02:,2,happy
01:02:,2,neutral
01:02:,1,neutral
01:03:,1,neutral
01:03:,5,neutral
01:07:,1,neutral
01:08:,1,neutral
01:08:,2,neutral
01:08:,20,neutral
01:09:,3,neutral
01:09:,0,neutral
01:10:,1,neutral
01:11:,1,neutral
01:11:,1,anger
01:11:,2,hate
01:11:,10,neutral
01:12:,71,neutral
01:13:,1,neutral
01:14:,1,sad
01:14:,-9,neutral
01:15:,2,neutral
01:16:,6,neutral
01:17:,13,sad
01:17:,4,neutral
01:18:,1,neutral
01:18:,-3,sad
01:19:,38,neutral
01:19:,1,neutral
01:20:,1,happy
01:20:,4,neutral
01:21:,0,neutral
01:22:,3,neutral
01:22:,6,neutral
01:23:,6,neutral
01:23:,132,neutral
01:23:,1,happy
01:24:,15,sad
01:24:,3,neutral
01:24:,1,neutral
01:25:,1,neutral
01:25:,2,neutral
01:28:,1,neutral
01:29:,1,neutral
01:29:,0,neutral
01:30:,1,neutral
01:30:,0,neutral
01:31:,1,neutral
01:31:,2,hate
01:32:,3,sad
01:33:,6,sad
01:33:,1,sad
01:33:,5,neutral
01:35:,1,sad
01:36:,111,sad
01:37:,1,neutral
01:38:,0,sad
01:39:,25,sad
01:40:,18,neutral
01:40:,5,happy
01:41:,1,happy
01:41:,2,sad
01:42:,1,happy
01:42:,5,neutral
01:43:,-13,hate
01:44:,1,neutral
01:44:,3,neutral
01:44:,2,neutral
01:44:,14,sad
01:44:,1,neutral
01:45:,1,sad
01:45:,7,neutral
01:45:,8,neutral
01:46:,5,neutral
01:47:,1,neutral
01:48:,28,neutral
01:48:,17,neutral
01:48:,8,sad
01:49:,1,sad
01:49:,2,happy
01:52:,1,neutral
01:52:,2,happy
01:52:,2,sad
01:52:,3,sad
01:53:,1,neutral
01:54:,2,happy
01:54:,16,neutral
01:54:,2,neutral
01:55:,1,happy
01:57:,4,neutral
01:58:,0,sad
02:00:,2,happy
02:01:,1,neutral
02:01:,1,neutral
02:02:,17,neutral
02:02:,1,hate
02:04:,2,sad
02:05:,14,hate
02:06:,1,hate
02:06:,5,sad
02:07:,38,sad
02:10:,1,happy
02:10:,1,neutral
02:11:,1,neutral
02:11:,3,sad
02:12:,2,hate
02:12:,8,neutral
02:13:,13,hate
02:13:,0,neutral
02:14:,17,neutral
02:14:,0,happy
02:14:,4,neutral
02:16:,3,sad
02:16:,2,neutral
02:16:,1,sad
02:16:,29,neutral
02:16:,3,neutral
02:17:,2,happy
02:18:,1,neutral
02:18:,2,neutral
02:19:,-3,sad
02:21:,3,neutral
02:21:,1,sad
02:25:,15,neutral
02:26:,6,happy
02:27:,11,sad
02:29:,6,neutral
02:29:,4,neutral
02:30:,9,neutral
02:30:,2,neutral
02:30:,1,happy
02:30:,1,sad
02:31:,3,sad
02:32:,30,neutral
02:32:,-2,happy
02:33:,104,neutral
02:35:,53,sad
02:36:,1,neutral
02:36:,3,sad
02:37:,4,happy
02:38:,-12,sad
02:39:,1,neutral
02:39:,1,neutral
02:39:,12,happy
02:40:,1,anger
02:40:,6,neutral
02:42:,6,neutral
02:43:,1,neutral
02:45:,29,sad
02:45:,1,sad
02:46:,0,neutral
02:47:,0,sad
02:47:,3,hate
02:48:,1,sad
02:49:,2,neutral
02:49:,1,happy
02:49:,0,neutral
02:49:,0,sad
02:50:,14,happy
02:51:,1,sad
02:52:,1,sad
02:52:,3,sad
02:54:,-11,sad
02:54:,5,sad
02:54:,6,sad
02:55:,3,neutral
02:55:,2,happy
02:55:,182,sad
02:56:,2,sad
02:56:,3,neutral
02:58:,8,happy
03:00:,5,sad
03:00:,4,sad
03:01:,1,hate
03:02:,2,happy
03:02:,12,sad
03:03:,2,neutral
03:04:,6,neutral
03:05:,1,hate
03:05:,-3,neutral
03:06:,1,neutral
03:06:,3,hate
03:06:,3,happy
03:07:,4,neutral
03:07:,1,neutral
03:08:,3,sad
03:09:,-5,happy
03:09:,3,hate
03:12:,2,neutral
03:13:,2,neutral
03:14:,2,neutral
03:14:,9,happy
03:14:,2,neutral
03:15:,46,neutral
03:16:,180,sad
03:16:,4,sad
03:17:,6,sad
03:18:,1,neutral
03:19:,12,neutral
03:19:,2,sad
03:19:,1,neutral
03:20:,5,neutral
03:20:,1,sad
03:21:,2,happy
03:22:,1,neutral
03:22:,1,neutral
03:22:,1,neutral
03:22:,37,neutral
03:24:,10,sad
03:25:,1,neutral
03:25:,3,sad
03:25:,1,neutral
03:25:,1,neutral
03:26:,1,neutral
03:26:,1,neutral
03:26:,1,sad
03:27:,26,neutral
03:28:,1,neutral
03:29:,1,neutral
03:29:,1,sad
03:30:,0,neutral
03:30:,2,hate
03:31:,1,sad
03:31:,1,neutral
03:32:,39,neutral
03:32:,35,neutral
03:33:,1,neutral
03:34:,6,sad
03:34:,-2,happy
03:36:,-19,happy
03:37:,1,sad
03:37:,2,sad
03:37:,1,happy
03:38:,-8,happy
03:38:,1,neutral
03:39:,1,neutral
03:39:,1,neutral
03:40:,81,neutral
03:41:,1,sad
03:42:,2,happy
03:42:,2,sad
03:44:,2,sad
03:44:,1,neutral
03:44:,0,neutral
03:44:,1,neutral
03:45:,1,sad
03:48:,1,neutral
03:49:,7,sad
03:49:,1,sad
03:49:,18,sad
03:50:,34,sad
03:50:,1,sad
03:51:,3,neutral
03:51:,31,neutral
03:51:,3,neutral
03:51:,36,neutral
03:53:,3,neutral
03:55:,1,neutral
03:56:,2,sad
03:57:,16,neutral
03:58:,1,sad
03:58:,1,neutral
03:58:,2,neutral
04:00:,222,happy
04:01:,3,sad
04:02:,3,happy
04:03:,0,happy
04:03:,24,sad
04:03:,1,sad
04:04:,0,sad
04:05:,10,happy
04:05:,2,neutral
04:05:,2,neutral
04:06:,6,happy
04:07:,3,sad
04:08:,33,neutral
04:09:,1,sad
04:10:,53,neutral
04:11:,5,happy
04:11:,42,happy
04:11:,14,sad
04:12:,55,sad
04:12:,3,sad
04:13:,16,neutral
04:13:,2,sad
04:14:,6,neutral
04:16:,5,sad
04:17:,5,happy
04:17:,3,happy
04:18:,2,sad
04:18:,1,sad
04:19:,2,happy
04:19:,1,sad
04:19:,1,happy
04:20:,1,sad
04:21:,2,neutral
04:21:,21,sad
04:21:,527,neutral
04:21:,77,hate
04:21:,1,sad
04:24:,9,sad
04:25:,3,neutral
04:25:,2,neutral
04:25:,138,neutral
04:26:,1,neutral
04:26:,1,neutral
04:27:,1,happy
04:27:,2,neutral
04:28:,3,neutral
04:28:,-7,neutral
04:28:,2,happy
04:28:,1,neutral
04:29:,1,neutral
04:29:,1,happy
04:30:,1,anger
04:30:,5,neutral
04:30:,1,neutral
04:31:,2,neutral
04:31:,3,neutral
04:31:,3,neutral
04:31:,1,sad
04:32:,-1,happy
04:33:,147,hate
04:33:,15,anger
04:34:,-5,sad
04:34:,1,neutral
04:34:,1,neutral
04:36:,1,happy
04:36:,234,neutral
04:37:,1,happy
04:38:,10,happy
04:38:,11,sad
04:39:,3,happy
04:39:,1,sad
04:41:,1,neutral
04:41:,-9,sad
04:43:,9,neutral
04:43:,1,neutral
04:43:,1,neutral
