TIME,SCORE,EMOTION
15:47:,-1,neutral
16:55:,13,sad
19:23:,3,neutral
14:12:,1,sad
14:34:,13,happy
13:33:,7,neutral
15:10:,1,neutral
16:17:,1,neutral
16:34:,2,sad
16:16:,1,neutral
16:58:,7,happy
13:37:,1,neutral
13:18:,-2,neutral
13:56:,4,neutral
15:36:,1,neutral
15:54:,1,happy
14:13:,2,neutral
16:54:,1,neutral
16:49:,1,happy
16:41:,2,sad
13:12:,2,neutral
13:22:,1,sad
13:44:,-1,sad
15:34:,1,hate
16:47:,5,neutral
16:44:,1,neutral
17:37:,2,happy
17:59:,2,neutral
17:21:,1,happy
13:12:,-1,sad
13:44:,0,happy
13:53:,1,neutral
14:04:,1,neutral
16:36:,1,happy
18:44:,1,neutral
14:21:,2,happy
15:16:,-1,sad
16:02:,6,neutral
18:17:,1,happy
19:06:,8,sad
17:52:,3,sad
14:53:,2,happy
15:08:,2,sad
15:01:,1,neutral
16:09:,1,sad
14:23:,7,happy
17:02:,3,sad
17:16:,105,sad
17:50:,1,neutral
18:52:,3,sad
19:51:,2,happy
18:20:,3,sad
18:27:,1,neutral
16:59:,3,happy
17:26:,-2,neutral
18:39:,2,happy
18:49:,3,hate
17:48:,1,neutral
19:44:,2,sad
19:30:,2,neutral
22:23:,-37,neutral
22:51:,3,sad
21:02:,1,happy
13:21:,8,neutral
15:07:,0,hate
15:43:,3,neutral
15:10:,1,neutral
17:44:,1,neutral
16:30:,1,neutral
17:04:,1,happy
16:44:,1,neutral
17:36:,-1,neutral
14:45:,2,neutral
14:10:,1,neutral
17:06:,3,sad
17:29:,6,happy
16:30:,1,sad
16:20:,1,sad
17:13:,1,neutral
20:07:,1,neutral
19:55:,2,neutral
18:07:,1,sad
17:19:,2,sad
16:22:,1,neutral
16:56:,1,neutral
16:22:,1,sad
18:00:,10,sad
16:22:,1,neutral
14:30:,1,sad
15:28:,1,sad
15:58:,1,sad
18:44:,1,neutral
17:42:,1,hate
13:53:,1,neutral
15:46:,1,neutral
14:51:,2,sad
18:57:,1,neutral
16:59:,11,neutral
20:30:,3,happy
15:40:,9,happy
16:54:,1,sad
18:07:,3,neutral
16:21:,1,neutral
17:36:,21,neutral
20:31:,2,neutral
17:38:,2,sad
19:26:,1,neutral
21:19:,1,sad
17:01:,-3,happy
17:01:,-1,neutral
17:11:,3,neutral
20:06:,1,neutral
19:01:,3,anger
17:00:,47,happy
17:15:,41,sad
18:11:,8,sad
21:24:,6,happy
15:37:,1,hate
14:16:,69,sad
15:39:,5,sad
17:05:,-2,neutral
16:36:,1,happy
17:09:,1,neutral
14:49:,1,neutral
15:57:,-1,happy
14:51:,0,happy
15:37:,1,neutral
15:45:,1,neutral
17:06:,6,neutral
14:32:,65,neutral
19:32:,1,neutral
16:32:,1,hate
17:53:,1,sad
16:19:,1,neutral
18:08:,-23,sad
20:26:,1,neutral
22:07:,2,neutral
20:57:,1,neutral
21:14:,1,neutral
16:54:,20,neutral
14:49:,1,neutral
17:28:,0,neutral
16:14:,1,neutral
20:16:,1,sad
20:04:,1,neutral
16:32:,1,sad
17:30:,7,happy
16:58:,0,sad
17:35:,1,neutral
17:27:,2,neutral
17:47:,59,neutral
20:18:,1,happy
17:33:,1,neutral
16:41:,30,sad
15:38:,20,neutral
17:54:,10,neutral
17:17:,1,anger
18:45:,1,neutral
17:56:,10,sad
16:55:,1,happy
16:07:,1,neutral
18:00:,2,neutral
18:46:,1,neutral
19:06:,1,hate
20:10:,2,sad
18:17:,1,neutral
15:25:,3,sad
18:51:,1,neutral
16:20:,1,happy
17:48:,3,happy
17:28:,0,neutral
16:36:,1,neutral
18:17:,1,neutral
21:53:,1,sad
20:01:,1,neutral
15:39:,0,sad
18:29:,2,neutral
17:09:,1,sad
16:31:,1,neutral
15:27:,218,sad
17:53:,10,neutral
17:28:,6,neutral
18:03:,1,happy
19:31:,0,neutral
19:34:,4,sad
18:55:,2,sad
19:03:,52,neutral
15:30:,3,sad
17:49:,7,happy
16:05:,1,neutral
19:53:,-1,sad
16:56:,34,sad
17:48:,1,neutral
17:22:,0,sad
18:27:,-27,neutral
18:14:,4,happy
20:23:,1,neutral
14:39:,1,happy
15:58:,1,neutral
16:46:,27,happy
15:03:,0,sad
17:39:,1,happy
19:23:,2,neutral
18:26:,2,happy
17:29:,2,sad
20:51:,1,sad
19:17:,28,neutral
19:51:,6,happy
19:24:,1,neutral
19:30:,1,happy
21:42:,64,neutral
21:02:,23,neutral
18:42:,1,happy
15:01:,-2,neutral
15:29:,22,sad
15:48:,1,sad
17:56:,4,sad
16:41:,1,neutral
15:19:,1,neutral
16:47:,5,neutral
18:38:,1,neutral
16:13:,3,sad
17:01:,-14,hate
18:16:,13,sad
14:21:,1,neutral
17:24:,1,sad
16:40:,1,hate
18:55:,1,neutral
19:39:,5,neutral
19:18:,1,neutral
21:55:,2,neutral
20:47:,2,happy
18:15:,2,neutral
16:20:,2,neutral
18:51:,1,neutral
18:08:,1,neutral
18:03:,1,happy
16:13:,1,neutral
19:07:,1,happy
19:04:,2,neutral
20:45:,1,neutral
17:59:,1,neutral
17:17:,1,neutral
18:23:,1,neutral
16:42:,3,happy
18:05:,2,sad
19:40:,33,sad
21:05:,18,sad
20:07:,1,neutral
17:35:,-1,sad
21:22:,153,happy
18:50:,1,neutral
22:06:,1,happy
17:50:,2,neutral
19:17:,1,neutral
18:15:,1,neutral
17:44:,0,hate
19:27:,1,sad
17:24:,1,neutral
14:57:,46,neutral
14:41:,-1,happy
17:19:,2,neutral
19:00:,0,neutral
17:38:,1,neutral
16:56:,1,neutral
20:18:,1,neutral
19:06:,14,happy
19:34:,2,hate
19:23:,-39,neutral
21:14:,1,happy
21:43:,1,neutral
19:57:,1,neutral
22:44:,1,happy
21:11:,5,neutral
19:50:,1,neutral
21:24:,1,sad
23:01:,1,neutral
19:18:,2,sad
19:26:,1,neutral
19:50:,1,neutral
20:10:,1,neutral
19:44:,0,happy
18:23:,2,neutral
20:49:,2,neutral
19:43:,1,happy
21:02:,3,neutral
20:53:,3,happy
21:54:,1,happy
20:45:,4,neutral
22:27:,1,neutral
22:36:,26,hate
23:26:,36,sad
17:39:,2,neutral
21:07:,1,sad
19:07:,1,sad
21:58:,1,neutral
22:20:,3,happy
21:40:,7,happy
21:43:,1,sad
23:18:,1,neutral
17:32:,3,sad
18:51:,1,sad
19:02:,5,neutral
18:40:,1,happy
20:02:,5,sad
21:28:,46,happy
22:07:,2,happy
22:27:,3,neutral
20:20:,11,happy
20:28:,2,happy
21:13:,1,neutral
20:23:,0,sad
18:19:,1,neutral
20:15:,1,anger
20:27:,1,neutral
21:29:,12,sad
21:24:,4,neutral
20:06:,5,neutral
21:53:,1,sad
22:50:,11,sad
17:38:,1,happy
20:11:,2,happy
20:27:,1,neutral
21:13:,2,neutral
18:26:,1,happy
21:03:,1,hate
22:07:,2,hate
22:33:,1,neutral
22:41:,1,happy
22:28:,1,neutral
19:03:,1,sad
20:14:,1,happy
20:16:,1,neutral
21:52:,-8,neutral
21:53:,1,happy
21:15:,1,hate
22:42:,1,neutral
23:11:,4,sad
23:38:,1,neutral
21:51:,1,happy
23:58:,10,neutral
20:22:,2,happy
21:27:,2,hate
21:41:,-10,sad
21:06:,0,neutral
20:34:,3,happy
20:35:,20,neutral
22:56:,1,sad
22:26:,3,sad
22:39:,2,neutral
19:40:,2,happy
21:41:,1,neutral
22:03:,-3,neutral
22:09:,1,neutral
23:35:,1,sad
20:28:,6,hate
20:34:,2,neutral
21:35:,3,sad
22:21:,1,anger
21:20:,862,happy
23:14:,1,sad
00:02:,4,neutral
18:23:,-2,sad
20:00:,1,sad
21:26:,0,anger
22:07:,12,sad
22:08:,0,anger
20:05:,2,neutral
20:09:,2,neutral
21:22:,3,neutral
20:59:,2,hate
20:38:,2,happy
17:27:,1,neutral
19:50:,23,happy
21:42:,-2,happy
19:24:,1,happy
16:54:,-2,sad
15:47:,12,neutral
20:58:,2,sad
17:53:,20,sad
18:10:,1,neutral
19:34:,1,neutral
20:02:,1,happy
20:24:,1,sad
21:04:,1,sad
22:50:,5,sad
22:35:,2,sad
21:15:,5,neutral
18:59:,1,sad
20:36:,2,neutral
23:03:,1,sad
23:41:,1,neutral
20:36:,2,sad
21:28:,2,sad
19:31:,1,sad
21:29:,-2,neutral
21:34:,4,anger
20:29:,2,neutral
20:29:,2,neutral
21:34:,1,happy
19:09:,2,neutral
22:22:,1,neutral
20:11:,2,sad
22:54:,2,hate
22:12:,2,neutral
20:44:,2,sad
20:55:,81,hate
22:15:,1,neutral
22:36:,7,sad
22:47:,1,neutral
22:50:,1,neutral
22:25:,1,neutral
23:33:,2,hate
00:14:,4,hate
21:38:,2,happy
21:47:,12,neutral
20:40:,1,happy
21:58:,1,neutral
21:31:,1,hate
22:31:,3,neutral
21:41:,2,sad
21:38:,1,neutral
20:30:,3,neutral
21:15:,4,anger
18:11:,3,neutral
21:58:,2,neutral
21:53:,0,neutral
18:08:,1,happy
20:24:,1,happy
20:44:,0,neutral
10:36:,1,happy
11:33:,2,neutral
21:07:,1,sad
21:36:,10,sad
23:04:,2,neutral
00:25:,-5,neutral
00:42:,0,hate
23:29:,1,sad
23:26:,2,neutral
22:25:,7,sad
23:28:,1,hate
22:34:,-3,sad
23:56:,2,neutral
22:52:,3,neutral
17:34:,-1,neutral
18:35:,1,neutral
19:44:,1,neutral
20:48:,1,sad
21:14:,1,neutral
19:31:,1,neutral
21:39:,12,sad
22:11:,1,sad
20:27:,-3,happy
22:02:,-4,neutral
21:06:,2,neutral
21:11:,1,neutral
21:43:,1,sad
21:53:,2,sad
22:12:,3,hate
22:56:,1,sad
23:02:,4,happy
22:02:,-12,neutral
22:09:,1,neutral
23:06:,2,happy
22:16:,-3,neutral
21:42:,4,anger
22:47:,2,neutral
20:49:,66,sad
21:32:,1,neutral
21:29:,1,neutral
20:49:,2,sad
21:16:,4,happy
23:30:,1,hate
23:28:,1,neutral
19:04:,1,neutral
20:32:,3,sad
20:40:,1,sad
18:51:,8,neutral
20:58:,1,sad
20:01:,3,sad
20:46:,-2,neutral
22:03:,9,sad
22:31:,3,neutral
22:23:,135,neutral
22:00:,1,sad
23:38:,9,neutral
20:32:,6,neutral
22:55:,2,neutral
21:57:,3,neutral
23:12:,1,hate
22:23:,9,neutral
23:57:,1,sad
22:35:,1,sad
00:05:,22,hate
23:05:,1,neutral
23:19:,9,sad
23:18:,1,anger
00:45:,2,anger
23:58:,40,sad
01:09:,16,neutral
21:24:,1,sad
22:36:,1,happy
18:41:,1,happy
22:02:,1,neutral
21:36:,1,sad
00:03:,1,sad
22:09:,1,hate
23:56:,1,neutral
22:39:,1,sad
00:18:,2,neutral
01:08:,2,neutral
22:50:,2,neutral
22:25:,1,neutral
22:57:,5,happy
23:57:,1,neutral
00:10:,2,neutral
00:22:,2,happy
19:58:,1,neutral
22:54:,1,neutral
21:32:,1,neutral
22:40:,-7,sad
22:03:,0,sad
23:51:,1,sad
21:29:,3,sad
21:58:,1,neutral
21:19:,9,sad
21:27:,0,neutral
22:10:,1,neutral
21:36:,1,neutral
00:20:,8,neutral
22:21:,1,neutral
01:00:,-7,happy
23:34:,2,neutral
23:35:,-8,neutral
00:19:,1,neutral
00:43:,2,neutral
00:17:,1,neutral
20:33:,0,neutral
19:06:,1,happy
21:34:,5,neutral
19:57:,1,happy
21:59:,1,anger
22:09:,2,neutral
22:38:,0,neutral
21:46:,1,neutral
21:42:,1,sad
22:14:,1,happy
22:10:,1,neutral
22:17:,2,sad
00:14:,51,happy
21:58:,4,sad
23:14:,1,sad
00:40:,1,neutral
11:39:,-3,neutral
22:44:,1,neutral
23:10:,1,happy
22:15:,0,neutral
21:39:,5,hate
21:53:,3,happy
22:11:,-1,neutral
23:09:,1,hate
00:27:,159,happy
23:25:,1,sad
23:29:,-2,neutral
23:04:,1,neutral
00:33:,875,neutral
23:25:,1,neutral
23:33:,1,neutral
20:10:,3,anger
21:54:,1,sad
21:41:,-17,neutral
21:51:,37,neutral
22:12:,2,sad
23:12:,2,neutral
00:10:,1,sad
23:57:,1,neutral
23:07:,1,neutral
23:47:,0,hate
18:50:,1,neutral
20:47:,2,neutral
19:33:,18,sad
20:54:,1,neutral
21:49:,4,neutral
00:13:,2,sad
23:03:,40,sad
23:17:,7,neutral
00:15:,1,neutral
23:25:,3,sad
01:03:,14,neutral
16:20:,1,sad
20:23:,1,neutral
18:46:,1,neutral
19:26:,2,neutral
20:13:,2,sad
20:15:,2,sad
21:26:,1,neutral
21:02:,2,happy
21:19:,1,neutral
00:05:,1,neutral
23:51:,4,happy
00:20:,1,happy
00:23:,1,neutral
00:58:,2,sad
23:03:,2,neutral
21:45:,3,neutral
23:20:,-6,neutral
00:45:,1,neutral
23:03:,1,happy
23:42:,1,neutral
21:42:,120,neutral
23:51:,1,anger
23:22:,-6,neutral
00:58:,1,sad
23:16:,2,neutral
22:16:,-5,neutral
23:38:,3,sad
22:00:,1,sad
23:18:,12,sad
21:26:,5,sad
22:04:,1,sad
22:20:,2,neutral
11:27:,1,happy
11:40:,1,neutral
12:21:,2,neutral
13:36:,1,sad
13:04:,2,sad
13:46:,11,sad
14:05:,1,neutral
23:26:,1,neutral
23:04:,2,sad
23:09:,-17,hate
22:49:,3,sad
00:29:,0,neutral
23:48:,1,sad
00:47:,1,neutral
23:06:,-3,sad
21:42:,16,sad
22:00:,-10,neutral
21:39:,2,hate
00:14:,4,neutral
22:10:,1,neutral
22:20:,6,sad
22:25:,2,neutral
23:48:,5,sad
00:18:,2,hate
00:51:,2,neutral
21:53:,1,neutral
22:06:,1,neutral
22:01:,1,sad
22:46:,93,hate
22:33:,29,happy
22:42:,5,sad
23:28:,-11,sad
23:31:,9,neutral
00:25:,1,neutral
23:55:,1,happy
23:02:,2,happy
23:34:,1,neutral
22:20:,1,happy
00:46:,1,neutral
22:50:,-1,sad
23:21:,5,neutral
23:21:,2,neutral
00:34:,13,sad
01:07:,2,neutral
23:30:,1,sad
22:24:,1,happy
22:57:,1,neutral
22:49:,20,neutral
00:59:,1,neutral
00:54:,2,hate
00:15:,8,happy
23:44:,2,sad
22:36:,1,neutral
01:02:,1,neutral
00:19:,-5,neutral
23:39:,2,neutral
22:33:,2,sad
21:46:,2,neutral
00:19:,14,neutral
22:33:,2,sad
23:58:,4,neutral
23:19:,1,happy
23:13:,0,neutral
22:12:,1,neutral
23:47:,1,neutral
23:53:,10,sad
23:26:,12,sad
00:24:,1,neutral
00:39:,1,happy
00:00:,1,happy
01:17:,6,happy
23:53:,1,neutral
00:26:,1,sad
02:58:,5,sad
00:30:,0,neutral
22:16:,3,sad
00:36:,15,happy
23:30:,-27,sad
23:34:,1,sad
21:53:,9,neutral
21:55:,1,happy
22:31:,1,sad
21:48:,1,neutral
23:49:,1,happy
23:11:,1,hate
23:00:,1,happy
23:45:,0,happy
00:51:,0,hate
23:48:,1,neutral
23:22:,1,happy
23:01:,-1,sad
23:25:,4,sad
23:56:,2,neutral
22:44:,3,neutral
23:10:,2,happy
23:20:,9,neutral
01:38:,-64,sad
00:26:,1,neutral
23:54:,2,neutral
23:20:,65,happy
01:28:,-1,happy
23:27:,1,neutral
00:44:,1,neutral
00:01:,1,happy
23:51:,1,neutral
23:57:,1,neutral
00:03:,-1,happy
00:56:,8,hate
22:04:,11,happy
20:57:,2,sad
23:55:,1,neutral
23:15:,1,neutral
23:09:,2,sad
19:47:,3,neutral
22:20:,2,neutral
23:12:,1,neutral
01:03:,3,happy
01:12:,1,happy
00:09:,1,neutral
01:20:,1,neutral
01:49:,0,happy
01:37:,1,neutral
00:09:,2,happy
00:50:,2,neutral
01:32:,-1,neutral
01:18:,4,neutral
00:35:,2,sad
03:02:,-1,happy
02:07:,1,happy
02:07:,2,neutral
03:34:,-37,happy
03:50:,-4,sad
03:21:,1,sad
23:54:,1,neutral
23:32:,4,hate
00:41:,1,neutral
23:25:,4,neutral
23:17:,1,sad
21:50:,23,hate
23:29:,1,sad
23:00:,1,hate
23:35:,4,neutral
23:39:,1,happy
00:58:,3,neutral
00:19:,4,neutral
23:18:,7,neutral
00:20:,0,neutral
00:54:,1,neutral
23:45:,1,happy
01:18:,19,sad
01:02:,-9,sad
02:16:,1,sad
02:34:,-2,neutral
23:56:,3,sad
00:04:,1,neutral
23:29:,16,neutral
01:11:,1,neutral
23:57:,3,neutral
23:44:,1,neutral
01:26:,1,neutral
02:36:,2,neutral
00:49:,1,sad
14:39:,1,neutral
15:17:,1,neutral
16:32:,1,sad
00:01:,1,sad
23:50:,2,happy
01:40:,1,hate
03:05:,1,neutral
01:19:,1,neutral
00:54:,2,neutral
02:10:,52,neutral
02:09:,150,neutral
02:33:,10,neutral
23:21:,6,sad
23:01:,1,anger
22:32:,1,neutral
23:53:,30,neutral
00:58:,441,neutral
00:08:,1,sad
23:36:,98,neutral
00:24:,38,happy
01:25:,4,sad
01:22:,0,sad
01:11:,5,neutral
02:19:,2,neutral
02:11:,1,neutral
01:29:,6,happy
00:42:,6,happy
23:44:,1,neutral
00:04:,-1,happy
00:39:,0,neutral
01:15:,0,neutral
23:27:,20,neutral
23:46:,1,neutral
02:07:,2,sad
00:38:,53,happy
01:05:,7,neutral
02:17:,1,sad
00:23:,0,neutral
03:33:,7,neutral
02:00:,-21,sad
01:18:,2,anger
03:34:,4,neutral
00:03:,-2,neutral
00:20:,1,neutral
00:17:,0,neutral
00:28:,1,happy
01:13:,2,neutral
01:21:,2,sad
00:03:,3,neutral
23:43:,0,sad
01:06:,3,neutral
00:52:,1,happy
01:50:,0,happy
00:49:,2,neutral
00:52:,-2,neutral
01:12:,1,neutral
02:35:,63,sad
01:32:,0,sad
03:51:,-5,neutral
02:53:,1,happy
23:21:,147,neutral
22:51:,4,happy
23:54:,0,neutral
23:36:,1,neutral
23:26:,1,neutral
00:55:,4,neutral
01:11:,9,neutral
23:52:,2,happy
01:12:,1,neutral
00:27:,1,neutral
00:36:,1,happy
02:07:,2,happy
01:04:,-15,neutral
01:39:,2,neutral
21:56:,1,neutral
22:14:,1,sad
23:44:,4,neutral
23:43:,1,neutral
23:29:,1,neutral
00:31:,-6,neutral
00:39:,1,neutral
01:54:,1,happy
02:58:,-12,neutral
01:42:,1,happy
01:52:,1,happy
21:37:,1,neutral
22:42:,-16,hate
21:58:,5,anger
00:12:,1,sad
15:19:,60,happy
15:08:,1,neutral
15:45:,1,neutral
17:15:,1,neutral
19:47:,4,neutral
19:14:,21,neutral
16:46:,1,sad
21:41:,3,sad
23:32:,1,neutral
23:15:,1,sad
23:24:,1,sad
22:48:,2,happy
23:03:,1,happy
00:21:,77,hate
23:55:,1,sad
01:16:,2,sad
00:07:,13,sad
01:50:,1,neutral
01:22:,1,happy
00:31:,3,sad
03:48:,1,sad
01:13:,13,happy
01:23:,1,neutral
02:44:,1,neutral
00:20:,15,neutral
00:31:,4,neutral
01:38:,1,neutral
01:18:,2,sad
00:56:,1,happy
02:34:,1,anger
01:33:,1,neutral
01:38:,0,hate
23:14:,1,sad
00:28:,1,happy
23:59:,1,sad
00:44:,1,neutral
23:56:,3,sad
00:00:,6,sad
00:50:,2,happy
01:39:,2,neutral
00:56:,-10,neutral
00:07:,-1,happy
00:53:,4,sad
02:15:,2,sad
00:43:,31,sad
00:49:,2,neutral
03:43:,1,neutral
03:47:,1,sad
02:22:,1,neutral
03:02:,7,neutral
01:47:,7,neutral
01:28:,1,neutral
01:43:,1,sad
00:31:,2,neutral
01:36:,3,neutral
04:22:,8,anger
00:03:,1,sad
00:51:,1,neutral
23:50:,-2,sad
01:55:,1,neutral
01:30:,14,sad
00:26:,1,happy
00:29:,6,neutral
01:10:,180,hate
01:08:,2,neutral
23:57:,3,neutral
00:55:,7,happy
01:12:,-8,neutral
02:13:,2,neutral
01:23:,1,sad
02:31:,13,sad
03:07:,2,neutral
03:08:,15,hate
03:17:,0,hate
05:00:,194,sad
22:58:,5,sad
00:10:,23,neutral
23:55:,1,sad
00:58:,2,happy
01:08:,1,happy
00:33:,1,neutral
23:53:,2,happy
01:39:,178,happy
01:07:,0,neutral
02:28:,2,sad
00:49:,3,neutral
00:13:,0,neutral
23:39:,2,sad
00:31:,1,neutral
00:06:,1,happy
03:06:,3,neutral
00:52:,6,neutral
00:32:,0,sad
01:52:,1,neutral
00:42:,3,neutral
00:53:,2,neutral
00:16:,2,sad
02:11:,1,neutral
23:44:,43,happy
01:14:,1,neutral
01:47:,1,neutral
00:13:,1,happy
02:37:,2,neutral
22:59:,1,happy
00:39:,126,sad
03:41:,2,neutral
02:29:,1,neutral
02:06:,1,hate
04:32:,6,sad
04:44:,8,sad
03:10:,-9,neutral
02:16:,1,happy
23:29:,4,sad
00:49:,2,neutral
02:36:,0,neutral
01:14:,2,sad
01:01:,1,neutral
01:10:,1,happy
23:48:,1,neutral
00:57:,8,neutral
01:38:,1,neutral
03:09:,46,anger
03:32:,2,happy
03:16:,-1,neutral
03:00:,8,sad
00:46:,1,neutral
00:38:,5,neutral
02:44:,-1,happy
02:53:,2,happy
01:36:,5,neutral
01:35:,1,sad
01:41:,1,neutral
23:59:,2,neutral
00:07:,1508,sad
22:38:,2,neutral
01:12:,478,sad
23:42:,0,sad
23:59:,2,neutral
00:25:,1,neutral
01:27:,1,happy
00:43:,2,neutral
02:13:,3,neutral
01:21:,46,neutral
02:08:,5,neutral
02:59:,10,neutral
16:13:,3,hate
19:24:,0,neutral
18:22:,3,neutral
19:54:,2,neutral
20:33:,-2,neutral
02:01:,1,neutral
02:21:,1,neutral
01:39:,3,happy
04:10:,1,hate
02:26:,-2,sad
03:09:,24,neutral
02:46:,3,happy
03:54:,7,sad
03:05:,2,neutral
02:21:,-1,anger
01:44:,1,sad
01:57:,3,neutral
01:12:,2,sad
02:37:,3,sad
03:06:,2,happy
02:40:,1,neutral
00:02:,1,neutral
23:50:,1,happy
00:19:,7,neutral
00:42:,4,neutral
01:31:,2,sad
01:54:,7,neutral
02:50:,1,neutral
03:10:,6,sad
03:01:,7,neutral
04:13:,2,neutral
01:37:,0,sad
01:22:,3,neutral
02:57:,0,happy
01:49:,1,neutral
03:52:,1,sad
02:30:,0,hate
02:26:,1,neutral
03:10:,3,neutral
01:01:,2,happy
01:17:,1,happy
01:29:,1,sad
02:13:,1,neutral
02:53:,9,neutral
02:31:,1,neutral
02:33:,1,happy
00:50:,12,sad
02:57:,21,sad
02:20:,1,neutral
01:56:,4,neutral
00:19:,37,neutral
02:02:,4,neutral
05:42:,1,happy
03:14:,1,neutral
03:20:,6,neutral
03:09:,2,neutral
03:00:,3,neutral
03:02:,1,sad
02:00:,1,neutral
02:57:,2,neutral
02:38:,9,sad
04:19:,17,sad
04:11:,7,neutral
02:17:,-10,happy
02:35:,1,neutral
04:30:,1,neutral
03:33:,2,happy
02:43:,1,sad
00:21:,58,sad
02:07:,1,neutral
01:17:,2,happy
01:36:,4,happy
02:23:,1,neutral
03:50:,2,neutral
02:14:,1,sad
01:46:,1,neutral
05:02:,-1,neutral
02:36:,1,sad
01:50:,1,neutral
02:07:,-7,neutral
01:32:,1,sad
01:46:,24,neutral
02:57:,-21,neutral
02:55:,1,neutral
20:05:,-33,neutral
20:27:,3,neutral
22:19:,1,neutral
01:44:,0,neutral
03:17:,1,neutral
03:23:,0,neutral
03:30:,3,neutral
02:55:,1,sad
02:12:,47,happy
02:50:,17,happy
02:54:,2,neutral
05:27:,114,sad
02:46:,10,happy
02:55:,4,sad
03:54:,0,sad
01:34:,1,neutral
01:57:,51,hate
02:07:,3,neutral
03:20:,1,happy
03:19:,4,sad
02:54:,2,sad
00:50:,1,neutral
23:38:,1,sad
23:26:,1,neutral
00:14:,1,sad
00:46:,1,sad
02:27:,1,sad
01:36:,4,happy
02:53:,20,neutral
04:57:,7,anger
01:59:,1,sad
02:19:,1,neutral
03:49:,32,neutral
04:44:,6,neutral
02:26:,5,neutral
02:47:,0,hate
02:10:,-14,sad
01:17:,2,neutral
02:36:,3,happy
04:19:,1,neutral
04:13:,1,neutral
02:24:,1,sad
01:39:,4,happy
01:57:,75,sad
02:57:,15,happy
01:56:,1,neutral
02:22:,1,sad
03:05:,2,sad
23:30:,2,neutral
23:23:,1,neutral
00:25:,1,happy
01:01:,61,hate
00:18:,4,neutral
02:47:,36,sad
01:54:,18,sad
00:45:,9,sad
01:30:,2,sad
01:17:,5,sad
01:30:,0,neutral
04:04:,3,neutral
01:53:,2,sad
02:36:,2,sad
02:47:,20,happy
03:52:,2,sad
03:30:,1,neutral
04:04:,1,neutral
02:15:,4,happy
04:02:,1,neutral
05:15:,3,happy
03:33:,9,happy
04:03:,2,sad
01:21:,1,neutral
01:15:,7,sad
23:59:,1,neutral
00:25:,-7,hate
01:34:,5,neutral
00:17:,0,neutral
03:15:,1,neutral
03:10:,-3,hate
01:17:,40,happy
02:20:,1,sad
04:35:,-6,neutral
05:07:,-1,neutral
03:15:,3,neutral
01:51:,1,neutral
03:53:,1,neutral
03:22:,8,happy
03:31:,2,neutral
02:54:,1,neutral
04:10:,6,neutral
03:37:,1,happy
04:40:,5,neutral
04:11:,1,neutral
03:57:,7,sad
07:39:,-2,neutral
05:12:,1,neutral
04:38:,0,neutral
02:25:,0,sad
02:33:,1,sad
04:02:,1,neutral
03:53:,2,happy
05:14:,20,hate
02:55:,-25,sad
05:47:,27,happy
05:54:,18,happy
05:31:,-2,happy
01:48:,1,sad
04:28:,1,neutral
03:44:,1,neutral
02:47:,1,neutral
01:49:,1,sad
02:47:,1,neutral
02:47:,32,sad
03:03:,2,sad
02:21:,2,happy
00:23:,1,neutral
01:03:,18,neutral
00:48:,1,neutral
03:31:,1,happy
01:32:,10,neutral
02:01:,0,sad
01:22:,452,neutral
03:07:,-1,neutral
03:03:,-8,sad
02:04:,6,neutral
00:55:,1,sad
01:35:,24,neutral
03:16:,2,neutral
03:45:,1,sad
01:34:,6,neutral
02:24:,1,neutral
02:57:,0,hate
01:40:,17,sad
02:15:,5,neutral
00:50:,4,sad
02:31:,9,sad
01:43:,1,sad
02:02:,2,neutral
01:37:,1,sad
03:10:,4,sad
04:30:,7,hate
01:41:,1,neutral
02:03:,1,sad
03:22:,2,happy
01:20:,1,sad
00:54:,1,neutral
00:58:,1,happy
01:07:,5,neutral
03:12:,1,sad
01:20:,-2,sad
01:43:,-2,neutral
01:04:,4,neutral
01:50:,-19,happy
01:29:,1,neutral
05:19:,0,neutral
02:41:,1,neutral
02:55:,1,neutral
04:47:,2,neutral
01:21:,5,happy
00:20:,8,neutral
02:19:,1,happy
03:03:,1,neutral
01:12:,6,happy
01:55:,91,neutral
02:19:,0,happy
04:51:,4,neutral
06:00:,2,neutral
03:31:,1,neutral
03:20:,1,neutral
22:02:,2,neutral
23:42:,-1,neutral
20:32:,0,neutral
23:48:,-1,neutral
23:07:,1,sad
04:45:,20,hate
06:09:,1,neutral
05:28:,0,neutral
03:16:,1,neutral
06:40:,1,happy
03:08:,1,neutral
02:31:,3,neutral
04:53:,49,sad
03:29:,2,sad
04:04:,5,neutral
03:35:,1,neutral
03:21:,29,neutral
03:35:,2,sad
04:44:,1,sad
01:37:,-1,sad
01:54:,7,happy
01:59:,2,hate
04:53:,1,neutral
03:04:,1,neutral
02:08:,11,neutral
01:55:,1,happy
03:20:,1,sad
03:41:,1,neutral
02:44:,1,sad
04:26:,5,hate
04:47:,2,neutral
04:00:,3,neutral
03:23:,63,neutral
03:14:,1,sad
07:57:,-7,happy
03:58:,3,neutral
03:46:,1,sad
06:28:,2,sad
03:18:,3,happy
05:40:,1,hate
04:43:,1,sad
07:00:,1,sad
07:25:,1,neutral
02:36:,13,neutral
03:36:,1,neutral
02:17:,2,happy
03:50:,1,happy
03:28:,2,happy
03:03:,1,happy
04:08:,2,neutral
05:52:,2,neutral
04:59:,1,neutral
